"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MODEL743",1044.37305977014,-1.72835753331021,0.472447696751946,-3.65830449633383,0.000253889301336113,0.00131621558850564
"MODEL140",15.7693210091296,-8.58109018932703,2.35071581736974,-3.6504158120349,0.000261816115876955,0.00134140835925457
"MODEL153",47.4699245454503,7.96861096061494,2.1831301671719,3.65008513025943,0.000262153410311172,0.00134140835925457
"MODEL935",95.6805748249538,8.98356767027609,2.46048478326577,3.65113726017533,0.00026108165257313,0.00134140835925457
"MODEL287",59.6943631390018,3.82555158826877,1.05053982968235,3.64151027898245,0.000271043301250433,0.00138091888826729
"MODEL21",18.1687323206583,-4.83690485622279,1.32906604060585,-3.63932619482017,0.000273352361180135,0.00138628611802776
"MODEL810",65.2380214093188,8.42831624519929,2.31655268485765,3.63830112748643,0.000274442429457273,0.00138628611802776
"MODEL583",15.0051240455055,-7.52201732618298,2.06853127874331,-3.63640492337771,0.000276469620867153,0.00139058336963819
"MODEL297",54.188669819582,8.15995344146321,2.24841463009809,3.62920314261931,0.00028429745638407,0.00142389658239818
"MODEL1182",69.218865525507,8.51385241828954,2.35005792582257,3.62282662258612,0.000291401151174411,0.00144881681969915
"MODEL1365",2131.06316956101,1.77720602574289,0.490596684886166,3.6225398183342,0.000291724537299828,0.00144881681969915
"MODEL44",121.471889464446,6.87882567819084,1.90999617410654,3.60148662675129,0.000316402701174098,0.0015648033171037
"MODEL1097",137.107866980323,9.50071262198764,2.64092323023893,3.59749670615305,0.000321294563423919,0.0015823757248628
"MODEL1091",159.178737282768,-3.64954329061384,1.01524115373691,-3.59475507585618,0.000324696890711067,0.00159249678348748
"MODEL525",48.2943330288131,7.99758417553926,2.22635282037296,3.59223574195194,0.00032785305353294,0.00160133185651213
"MODEL252",49.5943021715166,8.03279992320091,2.23895575453933,3.58774393237336,0.000333551627997517,0.00162246100532126
"MODEL206",87.6132118349027,-2.32927765396959,0.650379531149815,-3.58141291724177,0.000341741047897651,0.00165548327301239
"MODEL429",69.0901962113129,-3.31196207749317,0.926758853142566,-3.5737042772913,0.000351966420613042,0.00169805840475353
"MODEL1177",42.8368944936478,7.82052096455195,2.18914855198254,3.57240305024961,0.00035372045098899,0.00169958363036173
"MODEL707",1404.81864773761,4.5370794966736,1.27239370717725,3.56578272203099,0.000362771840621734,0.00173601747212506
"MODEL1387",633.926327063735,1.78578182794597,0.502169914488209,3.55613065702266,0.000376356957915934,0.00179376582361546
"MODEL89",69.129764835693,-2.57110621182056,0.723401028486944,-3.55419208789107,0.000379142185803099,0.00179978338802917
"MODEL1286",40.1570414179223,-4.6055501670073,1.29757743699661,-3.54934513786504,0.000386190544655019,0.00182173827455949
"MODEL82",43.5638400641431,7.84783407421963,2.211345111416,3.54889611472466,0.000386849667440298,0.00182173827455949
"MODEL49",39.4358210369511,7.70456848458501,2.17850484154241,3.5366313343284,0.000405264946298342,0.00190088558144699
"MODEL227",50.8099844757221,8.07134052895288,2.28377136816078,3.53421565813442,0.000408987226056851,0.0019107624553328
"MODEL11",38.0377868360876,7.65169196920934,2.18490462057757,3.50207139348108,0.000461655895917807,0.00214833570462538
"MODEL899",44.7219883899119,7.88846969221765,2.25528073739856,3.49777726622048,0.000469152767026243,0.00217466106127459
"MODEL1382",49.9959772381926,5.59211862985465,1.59962480008735,3.49589393059502,0.000472476473134845,0.00218151246580229
"MODEL1059",2706.518735267,1.86004449583452,0.537219551299985,3.46235443466924,0.000535471481864895,0.00246275210725411
"MODEL1256",74.5682010707422,5.16532876392949,1.49345452274045,3.45864483000877,0.000542900299238305,0.0024872409058127
"MODEL1185",673.227289405017,-1.5998595305293,0.463859630540484,-3.44901652395394,0.00056263227145946,0.00256768859021267
"MODEL906",79.2632281248473,8.70948991849797,2.52670571278392,3.4469744040361,0.00056690228885954,0.00257722502089221
"MODEL568",1794.90368047742,-3.56294780102452,1.03596832455576,-3.43924395811269,0.000583341297512205,0.00264179851976792
"MODEL593",36.1434469809926,-3.03174948237341,0.891123018510515,-3.40216717489903,0.00066853729518239,0.0030160728355175
"MODEL147",12.948256087793,-7.30520329421181,2.15123534450934,-3.39581780898918,0.000684238879577407,0.00307517245498287
"MODEL1034",999.90356147067,4.41077959496444,1.30137651088069,3.38931858542575,0.000700665540067946,0.00312523271079363
"MODEL964",36.9959551152298,-3.11407198708993,0.918534715257001,-3.39026052621063,0.000698262307269408,0.00312523271079363
"MODEL1343",32.8116554028965,7.43635285298242,2.20905236567169,3.36630899680882,0.00076181319842578,0.00338520000202734
"MODEL277",80.9905683195374,8.74064948932305,2.60243075358996,3.35864824732249,0.000783246968288134,0.00345446983774841
"MODEL585",74.9005518452609,8.62984858322446,2.56908444474296,3.35911441170548,0.000781926871348908,0.00345446983774841
"MODEL512",31.8247490831736,7.39602889826657,2.20365045069119,3.3562622855847,0.000790036050177253,0.0034714595215967
"MODEL1344",1353.43156223748,2.72906544981097,0.814220410378927,3.35175268885841,0.000803017186230567,0.00350245872370676
"MODEL190",34.0431363152304,7.49053054620344,2.23446081121632,3.35227653517271,0.00080149916732555,0.00350245872370676
"MODEL494",33.1250995573345,7.45448821197537,2.23305552961705,3.33824578614655,0.000843091368517613,0.00366372793230816
"MODEL753",105.03735368919,9.11760642062043,2.73369386336017,3.33526973990181,0.00085216694713535,0.00368960194693767
"MODEL122",441.930284973937,1.62161509919954,0.486958036967034,3.33009207384602,0.000868172706031299,0.0037451829873321
"MODEL1257",57.2119003987423,8.24223898175876,2.47608321350548,3.32874070499832,0.00087239583361297,0.00374971591029284
"MODEL615",30.3372315323179,7.32328140661821,2.21068565289958,3.31267423616418,0.000924085461242249,0.00395749643184181
"MODEL48",30.2988239975176,7.32658477303117,2.2199844333158,3.30028655295032,0.000965861536977926,0.00412147413973974
"MODEL1231",43.4418392524045,7.84496151423503,2.38323696820029,3.29172533781195,0.000995748088235354,0.00423372028882801
"MODEL470",53.7919816084573,8.15012675891039,2.48530107247695,3.27933176755428,0.00104053229217546,0.00440827659265733
"MODEL840",676.071093877751,-1.74581650357213,0.532752953796483,-3.27697198322629,0.00104926780417919,0.00442940908764217
"MODEL510",30.2353688259726,7.32262397418087,2.24450699432294,3.26246431519353,0.00110448077273634,0.00464589421129665
"MODEL1003",119.013162583197,4.24526696677908,1.30423876231257,3.25497684124318,0.00113401612645568,0.00475321653003762
"MODEL417",28.6876577727723,7.24361346695571,2.2273308207957,3.25214979262397,0.00114535643227948,0.00478378552280689
"MODEL50",42.8875919124297,7.82781955032579,2.40785522832341,3.25095107805809,0.00115019647801532,0.00478708534159899
"MODEL273",47.0521497984357,7.95940545277248,2.44964967311186,3.24920152466594,0.00115729458207496,0.004799727003553
"MODEL625",815.517107339274,2.0086167397252,0.61865895262184,3.24672702336691,0.00116740300753834,0.00482472152066547
"MODEL161",182.76666638155,4.45095985471493,1.37248885309558,3.24298433803379,0.0011828471322124,0.00485460177178838
"MODEL833",2705.8191227204,3.49924987539155,1.07877493614322,3.24372559850332,0.00117977342247821,0.00485460177178838
"MODEL263",191.449363840001,2.60508573252489,0.804034308259372,3.24001812579934,0.00119522101581444,0.00488841259755248
"MODEL211",252.038740611266,-2.82321407354535,0.874098656832793,-3.22985746686189,0.0012385194582514,0.0050480344815626
"MODEL1409",939.891590436839,-1.47779451370831,0.457782658079147,-3.22815748396657,0.00124590362893833,0.00506068071960518
"MODEL127",53.886153676838,4.69562439734439,1.45677241430494,3.22330677821408,0.00126719758898842,0.00512954640474079
"MODEL563",378.470199898012,3.73268502861588,1.15896682632929,3.22070049272948,0.0012787771190532,0.00515875274648766
"MODEL703",103.39831978617,9.09449726045125,2.82664059552552,3.21742257393725,0.00129347933528648,0.00518268669257159
"MODEL878",70.0311767537163,8.53192353109797,2.65113966196531,3.21820975843015,0.00128993446667698,0.00518268669257159
"MODEL388",910.587313986892,-1.48036549546039,0.460941120244089,-3.21161517262003,0.00131991051707478,0.00525909910328611
"MODEL472",33.6013596483297,7.47480270019759,2.32767043636639,3.21128050750438,0.00132144875945514,0.00525909910328611
"MODEL949",673.622584531814,1.90097437225806,0.592872240965262,3.20638114067047,0.00134415821938701,0.00533152689703171
"MODEL1109",69.851575763187,2.68861581252643,0.841003750044292,3.19691298925222,0.00138906820644203,0.00549123284285777
"MODEL645",624.102866570972,3.65305565545224,1.1433662920471,3.19500030817925,0.00139830691252503,0.00550932923534862
"MODEL28",119.767695062681,1.99335705135157,0.62442552208745,3.19230553659592,0.00141141947398126,0.00554251766859086
"MODEL909",45.3301106350395,3.08416805971065,0.969435717192692,3.18140543515545,0.00146562362022424,0.005736314963924
"MODEL910",538.975398067682,-1.73506686836532,0.546133407963046,-3.17700188830552,0.00148806067093078,0.00580490994402701
"MODEL1068",259.896519474248,-1.79927405913767,0.567209791568864,-3.17214915165868,0.00151315271359471,0.00588337666930573
"MODEL504",25.6444836609428,7.08608458726553,2.23912792284294,3.16466268629645,0.00155262835358882,0.00601707119325241
"MODEL1110",32.6032120965311,7.43214519138429,2.35145863140314,3.16065317591807,0.00157415812072669,0.00606076514234186
"MODEL1260",1381.24691639122,12.8337454090857,4.05936717203045,3.16151381858527,0.00156951371287101,0.00606076514234186
"MODEL536",283.260172467249,1.63693667260783,0.518097095250838,3.15951717856149,0.00158030783880082,0.00606468787487845
"MODEL6",35.0898888609422,7.53389264927876,2.38780132680917,3.15515891740722,0.00160410704934909,0.00613143528322143
"MODEL778",289.450746525935,3.39152222369587,1.0751589311171,3.15443803287021,0.00160807524348447,0.00613143528322143
"MODEL921",110.487305780221,9.18928643615502,2.92144418332257,3.14546021060858,0.00165825749950324,0.00630244490164898
"MODEL637",66.6534738954548,8.46142230678613,2.69307903788204,3.14191384202396,0.00167847419287128,0.00635883492299313
"MODEL73",161.257659424629,4.09415710663981,1.30621739711113,3.1343611834405,0.00172228721415649,0.00648341395663356
"MODEL931",28.3023372562438,7.22523313449524,2.30517442738489,3.134354194052,0.00172232824228675,0.00648341395663356
"MODEL334",406.669498176461,2.07460028110544,0.663475396220637,3.12686844594842,0.00176678966091693,0.0066296678704883
"MODEL103",149.651145552671,-1.84802568056236,0.591465180290326,-3.12448769960598,0.00178114968610888,0.00666240167398954
"MODEL817",20219.2262011006,-15.2337726655584,4.90166287454924,-3.10787850071377,0.00188435518970746,0.00702620767897231
"MODEL354",42.1843933928837,7.80182372605201,2.51176816950219,3.10610820727068,0.00189567332718364,0.00704618198972031
"MODEL647",427.601312090921,-1.72025319238446,0.554863343086758,-3.10031868894876,0.00193312525641073,0.00716286537014884
"MODEL1218",829.657246982933,2.29453252602892,0.740897955279485,3.0969616121607,0.00195515190821738,0.00719934440969764
"MODEL1262",110.576313447442,9.19046880367104,2.9674707621956,3.0970713918243,0.00195442798623848,0.00719934440969764
"MODEL175",59.2401569880202,2.60268340224307,0.841267234782645,3.09376532763161,0.0019763374535323,0.00723229371540303
"MODEL249",111.077094612449,-1.85176680203589,0.598432369343696,-3.0943626997763,0.00197236202324147,0.00723229371540303
"MODEL1287",14.4075445910786,-4.1874380302546,1.35663772834066,-3.08662949789578,0.00202439747010931,0.00738530188169509
"MODEL1030",181.090370537171,-1.95629430846415,0.634907207428036,-3.08122869858252,0.00206148244476846,0.00749745307605021
"MODEL1361",22.4811433582591,6.89625075274076,2.25592582462102,3.05694924783233,0.0022360213185764,0.00810729202011443
"MODEL792",1340.23114138269,-1.42556582221503,0.466687131022794,-3.05464995165122,0.00225323342906146,0.00814471533073593
"MODEL405",49.6591532713232,8.03767976151203,2.63654897023259,3.04856077101537,0.00229940400254558,0.00828626686283193
"MODEL1023",263.792320027212,-1.60180828892114,0.527682713400226,-3.03555194863137,0.00240095858892488,0.00862593632859943
"MODEL490",1209.5803171811,1.49998759085536,0.494507758599943,3.03329435134071,0.0024189952217153,0.00866440106687116
"MODEL1384",21.8524204284987,6.85414163852734,2.26145792388102,3.03085083571423,0.00243865690422369,0.00870843643743927
"MODEL1046",51.4092599752601,8.08718239372398,2.67441917509335,3.02390233701555,0.00249536979162313,0.00888411775210403
"MODEL1148",25.4221366635463,7.06544261419063,2.33970430242387,3.01980152229964,0.00252940381619295,0.0089513632058086
"MODEL591",39.7273216412699,7.7155837724311,2.55442695245222,3.0204754005685,0.00252378208238826,0.0089513632058086
"MODEL1108",519.74933820946,2.61991745724531,0.869286761706396,3.01387018951313,0.00257938144352342,0.00910098169028264
"MODEL1338",830.054645338661,1.60596584186993,0.534172596171673,3.00645494242802,0.00264313221945027,0.00929567163709541
"MODEL397",20.9709225294169,6.79027699937564,2.25918385827411,3.00563275295489,0.00265028878316511,0.00929567163709541
"MODEL1114",134.154299745959,9.46949243359148,3.16127671325187,2.99546458362723,0.00274027121373065,0.00958284193677406
"MODEL577",986.117908615498,3.30278522420241,1.10442665597473,2.9904975639034,0.00278523350919423,0.00971134515595156
"MODEL760",47.6586451329816,7.97793841134126,2.66915140286556,2.98894187972112,0.00279945377557205,0.00973221871390049
"MODEL408",179.529295904147,1.93515911755833,0.649923083197337,2.97752021368158,0.00290590482051636,0.0100239751871063
"MODEL515",698.247250147699,1.39597419422913,0.468886236255481,2.97721299174265,0.00290881851876266,0.0100239751871063
"MODEL534",50.6810760590781,8.06401866397888,2.7077207248418,2.97815745545547,0.00289986969982723,0.0100239751871063
"MODEL170",45.9078322054057,-3.30227051098052,1.11036978004436,-2.97402772511387,0.00293918516938963,0.0100991769483097
"MODEL483",168.064382618737,2.25424137246091,0.760561730759724,2.96391638086912,0.00303750813986223,0.010376689656986
"MODEL713",45.2004012019887,7.9015183539427,2.6655271027255,2.964336151699,0.00303336731354063,0.010376689656986
"MODEL1241",653.575608851704,-1.70762129216875,0.576771602060958,-2.96065424522804,0.0030698635848391,0.0104324104860014
"MODEL1244",300.221279194735,-1.90230811233718,0.642564639835607,-2.9604929907501,0.00307147110755372,0.0104324104860014
"MODEL863",213.977000727329,2.00003325263039,0.67724499866716,2.95319014029859,0.00314508176776642,0.0106518242106015
"MODEL256",39.0711746048007,7.68771079451383,2.61012428342557,2.94534281119531,0.00322597017678678,0.0108945621398914
"MODEL234",19.4068107227958,6.68239370889175,2.28444076726309,2.92517705193018,0.0034426029453942,0.011593038978507
"MODEL1381",46.3932197105855,7.93876462046173,2.71595305122728,2.9230124640315,0.00346662639258816,0.0116407738523841
"MODEL1253",1378.12978186785,-1.85097634236271,0.634257932313216,-2.91833376937356,0.00351907449835342,0.0117501301046716
"MODEL1364",24.7416122458283,7.02919962712592,2.40826238056064,2.91878479847762,0.00351398720244402,0.0117501301046716
"MODEL142",20.1967357820641,6.74284002864466,2.31816467865853,2.90869759630131,0.00362937738842039,0.0120842931636983
"MODEL941",1863.02409100828,-2.04201926627608,0.704470844549273,-2.89865688846582,0.00374764760669914,0.0124430322222427
"MODEL104",45.1417553403858,7.89670424517294,2.72699154805558,2.89575677299165,0.00378245442731631,0.0125234205408624
"MODEL1266",1863.21129853076,-1.81841502108942,0.629685955403269,-2.88781257623072,0.00387930949166659,0.0128082229585193
"MODEL215",19.8217051320673,6.71043292836104,2.33277627619016,2.8765865791984,0.00402001897236377,0.0132358284828245
"MODEL752",43.9149923217268,7.85682761811619,2.73263968100852,2.87517877776573,0.00403798788441415,0.0132580602204931
"MODEL714",871.030319107881,1.84326149785026,0.641470714705724,2.87349282764352,0.00405960295770086,0.0132921071911424
"MODEL519",5583.33118536906,-3.69272642181034,1.28969611274598,-2.86325312243355,0.00419315437753678,0.0136914598736146
"MODEL511",18.6213827433672,6.62679395488483,2.3176435300368,2.85928093298266,0.00424602572683035,0.0138259019534806
"MODEL802",65.6995548501554,8.43895128053643,2.96210236822194,2.84897354361256,0.00438605275553838,0.0142036009782092
"MODEL823",33.7199120321344,7.48091723380466,2.62582369432014,2.84897925553283,0.00438597401281045,0.0142036009782092
"MODEL648",19.5129496951457,6.69571942668807,2.36125053875874,2.83566665916268,0.00457301485182359,0.0147685889476926
"MODEL212",700.826676754427,-3.943957681702,1.39423743420907,-2.82875612498481,0.00467292928512508,0.0150501428202121
"MODEL24",31.3481105957684,7.37529962586642,2.6090773385111,2.82678459430997,0.00470179436885721,0.0150610323685345
"MODEL325",17.287474242213,-3.67618880589654,1.30024848257323,-2.82729713217681,0.00469427484140294,0.0150610323685345
"MODEL455",1070.58751632021,-1.68414915810661,0.597508094120573,-2.81862149597384,0.00482303543264325,0.0153707194594462
"MODEL623",134.490260353301,2.35575818577913,0.835812334297807,2.81852527069762,0.00482448131933549,0.0153707194594462
"MODEL889",65.1522773569392,3.95603224620744,1.40757354804995,2.81053324118525,0.00494594795418572,0.0157153507576546
"MODEL773",21.3481059004952,6.81958190766191,2.43110643686467,2.80513506288804,0.0050295499602895,0.0159381449143759
"MODEL1238",116.98169308387,-1.65747064133222,0.591117882699166,-2.80395956516129,0.00504792352917818,0.0159535978916808
"MODEL168",59.7866937269961,2.45213879865174,0.87878247551902,2.79038199664084,0.00526458870909051,0.0165939836110533
"MODEL1089",125.862343918506,2.78004436836373,0.997943999526174,2.78577191674452,0.00534004311315197,0.0167870504248554
"MODEL1419",42.1942850355815,-2.38341597131902,0.857966953311259,-2.77798108903892,0.00546978015370329,0.0171492841954305
"MODEL307",2228.00001912107,-1.28776254622677,0.46403900707048,-2.77511701948621,0.00551818487846811,0.0172552765247336
"MODEL462",23.2339565895794,6.9373453279396,2.50481814513114,2.76960039650958,0.0056125104094403,0.0175039242848508
"MODEL1265",8.48233628999294,-6.68070364194086,2.42617335904003,-2.75359698310439,0.00589443031618334,0.0183347806150756
"MODEL1141",460.296308799953,-1.31204660901768,0.476990468196279,-2.75067678811096,0.00594722908836589,0.0184021591163573
"MODEL700",274.188088803521,1.70950872159388,0.621376321085859,2.75116489570523,0.00593837426932729,0.0184021591163573
"MODEL492",830.960273801796,1.30590099934104,0.475133822498823,2.74849092508937,0.0059870292218535,0.0184288243235178
"MODEL674",177.027352722324,4.82498962944183,1.75538323436662,2.74868161833777,0.00598354755375213,0.0184288243235178
"MODEL238",3692.67912347487,-2.56630677633331,0.935673251521724,-2.74273820712479,0.00609292397456981,0.0186620324594468
"MODEL701",16.7661176087829,6.46615937822581,2.35762312407985,2.74266031418803,0.0060943693141679,0.0186620324594468
"MODEL411",114.608967409467,-2.14389327747711,0.783577047871574,-2.73603378672277,0.00621846409073858,0.0189928283081473
"MODEL522",111.212946053315,-1.97953235219545,0.725227293875217,-2.72953371848144,0.00634239626935798,0.0193214236865493
"MODEL10",226.125855737465,1.84483332577445,0.676237574351067,2.72808461958772,0.00637032641684418,0.0193566216573517
"MODEL1366",431.797163638126,1.34647945826031,0.495952627773625,2.71493562662381,0.00662886542348819,0.020090561360418
"MODEL345",24.3388965798588,-2.83622707820942,1.04602489793223,-2.71143362248455,0.00669929527422043,0.0202520895502009
"MODEL661",48.1265413945967,7.9895971936002,2.96153658187565,2.69778777763403,0.00698019239113045,0.0210474168528474
"MODEL1229",14.6435454274426,6.2709005326113,2.33188043188241,2.68920329141795,0.00716227867845134,0.0215415099183956
"MODEL612",18.019542071236,6.57190462795249,2.44475597975313,2.68816384227277,0.00718461346616667,0.0215538403985
"MODEL1312",216.086557283829,1.46347292486046,0.545696208283329,2.68184550789588,0.0073217263872136,0.0219095711131303
"MODEL538",60.3513593739655,8.31654082565533,3.10815939914206,2.67571245797463,0.00745705924434146,0.022258191986898
"MODEL1413",25.1563972205663,4.59772757993889,1.71904465879184,2.67458297632024,0.00748222578633946,0.0222770551119729
"MODEL305",16.5329178071477,-4.59036474413579,1.71688486161686,-2.67365904770858,0.00750286890611781,0.0222823895654051
"MODEL986",134.830677158182,1.6405223310993,0.614855176509171,2.66814429442285,0.00762714936131579,0.022594713145552
"MODEL123",24.5800949511707,7.02441552644596,2.63587834979283,2.66492401934939,0.00770057191388293,0.0226784134729652
"MODEL300",25.5127119345426,4.60954412698566,1.72977418949665,2.66482420363031,0.00770285780814929,0.0226784134729652
"MODEL923",512.339034951044,-1.39821168418023,0.524778735705218,-2.66438327060119,0.00771296295781048,0.0226784134729652
"MODEL608",283.070128021905,1.8478888116467,0.697557198586259,2.64908571711657,0.00807098581231205,0.0236722214147713
"MODEL176",489.386849078612,3.19931899206672,1.2088561293762,2.64656720871957,0.00813133453887268,0.0237901916459097
"MODEL279",774.62876583789,1.96298942183369,0.742436363159175,2.6439834028076,0.00819366737456704,0.0239133699672549
"MODEL1325",171.47971813262,1.49151576785441,0.564808646792252,2.64074527953007,0.00827238883546919,0.0240244805983405
"MODEL912",2582.5391860892,-1.19515385181625,0.452561850793474,-2.64086301070406,0.00826951488020097,0.0240244805983405
"MODEL375",15.2642887943277,6.33078103482737,2.39953159039542,2.63834035782964,0.00833129169065099,0.0241362421037977
"MODEL1213",25.6752297330648,7.0863066051629,2.68920550331873,2.63509300290281,0.00841142326088939,0.0241448846493779
"MODEL1351",20.1557630746705,6.74036486782291,2.5568277812041,2.63622169524794,0.00838349388156799,0.0241448846493779
"MODEL51",16.0666272650508,6.41645052636577,2.43516965801785,2.6349090320009,0.00841598348184747,0.0241448846493779
"MODEL681",742.320933584151,1.72779497971487,0.655349605071794,2.63644773162806,0.00837791061361474,0.0241448846493779
"MODEL849",3548.96399259165,-1.29062999456124,0.490426643770333,-2.63164738489543,0.00849720025648596,0.0243188636880542
"MODEL16",22.8569337361233,6.91997001518154,2.63472349715017,2.6264501844943,0.00862806207159212,0.0246337424362848
"MODEL1242",13.3999059725907,6.14786145078191,2.34284563263695,2.62410009654041,0.0086878248633061,0.0247445999721152
"MODEL1120",17.5461944291897,6.53166464711559,2.49083261241494,2.62228164773503,0.00873432165869046,0.0248172312513753
"MODEL1118",20.4757597436678,6.76001322665287,2.58022845258613,2.61992817724237,0.00879482876659049,0.024929226863573
"MODEL992",27.2192226447974,-2.50328070936693,0.959399994796002,-2.60921484567988,0.00907502456745341,0.0256619115759089
"MODEL786",207.900066315997,1.42389426559194,0.545951837701046,2.60809501363313,0.00910476783110428,0.0256845717813013
"MODEL186",21.7562872775852,6.84281888191836,2.62628567069786,2.60551201960451,0.00917370547970618,0.0258174282786017
"MODEL649",14.4479571602022,6.26211384963396,2.40602668265342,2.60267847184802,0.00924986570790143,0.025969931749975
"MODEL1121",143.120014886173,-1.82097003670724,0.701084096232215,-2.59736320720088,0.00939425301577874,0.0263128129494087
"MODEL997",21.3924978596641,6.81743653567873,2.62848463939035,2.59367562340405,0.00949560283661203,0.0265338121817386
"MODEL381",164.12112011,1.71844851852361,0.664070393770857,2.58775053765847,0.00966049147172433,0.0269308983952315
"MODEL302",1159.56059051395,-1.82879845999184,0.70696946797269,-2.5868139189039,0.00968678888321003,0.0269406693175394
"MODEL1295",29.8351008454503,7.29893970674478,2.82998266323787,2.57914643844279,0.00990447900390523,0.02748144174323
"MODEL1434",12.538325365067,6.0520126440445,2.35778284737582,2.56682359479386,0.0102634811209144,0.0284108540630465
"MODEL219",191.219588409154,4.93761560086458,1.92966155790658,2.55879875962353,0.0105034524444282,0.029007198105874
"MODEL1310",16.1291310710518,6.4124783641192,2.50858075397455,2.55621763579242,0.0105816912900505,0.0291551494285308
"MODEL821",59.1532529035608,2.43573279754134,0.953586162418041,2.55428706239294,0.0106405491014062,0.0292491372973539
"MODEL1092",14.8361268944194,6.2944209551731,2.46723918591307,2.55120013945615,0.0107352658602279,0.0294410307350102
"MODEL453",346.185350192018,2.37479227924114,0.933628474849891,2.54361594918467,0.010971163755271,0.0300183230526166
"MODEL730",5341.5520225154,-1.14004183022502,0.448437089623282,-2.54225588517386,0.0110139507662034,0.0300657963179039
"MODEL1415",68.0281816865512,2.24759539522274,0.884640005167946,2.54068929970677,0.0110634185390871,0.0301312458829514
"MODEL315",13.4886928259758,6.16408836028861,2.43210225759467,2.53446923995081,0.0112617813898477,0.0306009783972413
"MODEL655",13.9640015514271,6.20167665221846,2.45091524387666,2.53035133210447,0.0113948363201382,0.0308915058036774
"MODEL262",186.187574755557,1.56487317678017,0.619604051370718,2.52560191192792,0.011550027633356,0.0312405781753474
"MODEL875",807.802537663034,-1.57511291822232,0.623971704782072,-2.52433388589702,0.0115917774152047,0.0312819198739086
"MODEL480",156.84727911134,-2.27213354631154,0.900772890682482,-2.52242665139492,0.0116548253330453,0.0313090989628627
"MODEL979",30.6003907194857,7.33561271938422,2.90808969108191,2.52248503265906,0.0116528909045542,0.0313090989628627
"MODEL12",56.070912519343,2.69894858832226,1.07174842916289,2.51826689443373,0.0117933918541408,0.0316094992553161
"MODEL363",160.849900259554,3.336081109797,1.32637047559272,2.51519554391934,0.0118966379460003,0.0318140860908878
"MODEL1179",18.2334970542454,6.59315450340759,2.62381346596648,2.51281373044521,0.0119772556023944,0.0319573727359597
"MODEL276",127.295236489471,-2.38455368317877,0.951536388350201,-2.50600367192806,0.0122104351763664,0.0325061585100566
"MODEL688",15.4423041287681,6.34605140004098,2.53823046130765,2.5001872354694,0.012412768348439,0.0329705442423705
"MODEL174",152.897223520686,1.57153895135432,0.62935410773063,2.49706632887658,0.0125225531049806,0.0331875734755316
"MODEL1041",729.814947745602,-1.17149596300596,0.469442589301701,-2.495504220758,0.0125778258891564,0.0332594859082389
"MODEL1430",140.903832550705,-1.438462307613,0.57749001012985,-2.49088691125507,0.0127424671073847,0.0335824385838845
"MODEL626",211.053878216143,-1.69227364316919,0.679710591429105,-2.48969732781587,0.0127851923542708,0.0335824385838845
"MODEL924",232.534429617031,1.33797785945768,0.537271954836251,2.49031770114534,0.01276289514645,0.0335824385838845
"MODEL290",79.382466220727,-1.86031240400953,0.747525873979649,-2.48862610481383,0.0128237749828398,0.0336090954095712
"MODEL120",122.167482140839,-1.5677436802832,0.633445141356612,-2.4749478335656,0.0133255638252623,0.0348469390297789
"MODEL1297",13.5243143743477,6.16236496003228,2.49340796702642,2.47146276964109,0.0134561561793502,0.0350751530751438
"MODEL407",65.0635016273998,1.9554519266577,0.791348656208537,2.47103714818515,0.0134721823148183,0.0350751530751438
"MODEL857",348.444863037059,1.37135531350099,0.556363952198926,2.46485292240981,0.0137069502485396,0.0356079454808215
"MODEL578",685.282229742478,-1.21739528857601,0.494985533148477,-2.45945630134373,0.0139147636215986,0.0360685320191437
"MODEL1071",11.5376126406751,5.93305855983202,2.42138057696243,2.4502792399842,0.0142745464944705,0.0369201618303372
"MODEL1115",536.958377247791,-2.15622172377406,0.881692317824672,-2.44554895192228,0.0144631813135514,0.037326376228423
"MODEL56",356.498151306593,1.29940743517643,0.531915041967818,2.4428852968122,0.0145703673520678,0.0375210767105537
"MODEL1226",12.0412306720715,5.99585628312292,2.45674608724011,2.44056816219808,0.014664178309657,0.0376805625261187
"MODEL264",257.512636858548,1.31082874531906,0.538849038602653,2.43264560463598,0.0149889636146851,0.0383742978103092
"MODEL445",11.2164437922987,5.89594669639337,2.42392051456929,2.43240100529494,0.0149990910223036,0.0383742978103092
"MODEL737",1639.27145963743,1.38579760655446,0.570268462522213,2.43007933566111,0.0150955181184621,0.0385375862117111
"MODEL145",606.964814294731,-1.72164672198714,0.708827884974312,-2.42886426801554,0.0151462014637109,0.0385836425217809
"MODEL1255",12.5732504168317,6.05199092059944,2.49803500203117,2.42270060895005,0.0154056172284744,0.0391600850839931
"MODEL179",13.9450356254129,6.20710687336976,2.57125820407947,2.41403483458867,0.0157769539157811,0.0400179389022603
"MODEL340",878.763600434879,1.21403577276228,0.504514499592205,2.40634466153812,0.0161130549298827,0.0407829356041143
"MODEL947",3417.90502734186,-1.80187559653578,0.749299483644528,-2.4047468814093,0.0161836707678089,0.0408741428366456
"MODEL1065",2561.88837130137,-1.19201126426361,0.496735589029733,-2.39968967512867,0.0164089761856246,0.0412668294710813
"MODEL621",216.349006628171,-1.65404944280544,0.689241190537747,-2.3998122362869,0.0164034835046075,0.0412668294710813
